OrderNumber,OrderDate,WarehouseCode,Sales Channel,StoreID,SalesTeamID,CustomerID,ProductID,Order_Quantity,Discount_Applied,Unit_Price,Unit_Cost
SO - 0005921,4/21/2020,WARE-UHY1004,4,229,26,20,38,6,0.15,2566.10,1796.27
SO - 0005922,4/22/2020,WARE-NMK1003,3,103,25,40,21,5,0.15,1011.70,708.19
SO - 0005923,4/22/2020,WARE-UHY1004,2,217,19,36,41,2,0.05,971.50,437.18
SO - 0005924,4/22/2020,WARE-NMK1003,2,98,13,30,14,1,0.075,5179.10,2434.18
SO - 0005925,4/22/2020,WARE-XYS1001,1,38,2,7,37,7,0.075,1045.20,742.09
SO - 0005926,4/22/2020,WARE-MKL1006,1,342,7,24,6,4,0.05,5494.00,2747.00
SO - 0005927,4/22/2020,WARE-UHY1004,2,228,19,19,8,8,0.075,221.10,161.40
SO - 0005928,4/22/2020,WARE-NMK1003,2,174,13,38,24,3,0.4,3906.10,2421.78
SO - 0005929,4/22/2020,WARE-PUJ1005,1,303,7,25,46,1,0.075,241.20,130.25
SO - 0005930,4/23/2020,WARE-MKL1006,1,361,6,7,17,2,0.1,1132.30,871.87
SO - 0005931,4/23/2020,WARE-XYS1001,1,22,11,17,14,4,0.2,1139.00,933.98
SO - 0005932,4/23/2020,WARE-UHY1004,3,231,25,12,42,4,0.2,6344.90,3616.59
SO - 0005933,4/23/2020,WARE-NBV1002,3,84,22,15,41,5,0.05,971.50,680.05
SO - 0005934,4/23/2020,WARE-NMK1003,2,160,16,11,33,1,0.1,3865.90,1585.02
SO - 0005935,4/23/2020,WARE-MKL1006,2,357,20,47,19,4,0.075,268.00,184.92
SO - 0005936,4/23/2020,WARE-NMK1003,4,117,28,14,20,5,0.15,1051.90,599.58
SO - 0005937,4/23/2020,WARE-XYS1001,2,38,16,48,45,7,0.1,1058.60,561.06
SO - 0005938,4/23/2020,WARE-NBV1002,1,83,2,12,37,2,0.05,1025.10,584.31
SO - 0005939,4/23/2020,WARE-UHY1004,2,225,20,3,17,7,0.075,241.20,115.78
SO - 0005940,4/23/2020,WARE-UHY1004,2,227,17,29,7,1,0.075,5212.60,2814.80
SO - 0005941,4/23/2020,WARE-PUJ1005,1,292,1,17,14,5,0.075,1943.00,952.07
SO - 0005942,4/23/2020,WARE-UHY1004,1,230,3,24,24,5,0.075,5822.30,4599.62
SO - 0005943,4/23/2020,WARE-NBV1002,2,84,16,24,17,8,0.075,696.80,383.24
SO - 0005944,4/24/2020,WARE-UHY1004,1,218,10,3,47,7,0.05,3993.20,2076.46
SO - 0005945,4/24/2020,WARE-UHY1004,1,244,1,40,20,8,0.3,5956.30,3216.40
SO - 0005946,4/24/2020,WARE-PUJ1005,2,323,19,32,11,2,0.2,2505.80,1904.41
SO - 0005947,4/24/2020,WARE-XYS1001,2,52,17,34,1,4,0.1,3463.90,2909.68
SO - 0005948,4/24/2020,WARE-XYS1001,1,29,9,34,33,2,0.075,5835.70,2917.85
SO - 0005949,4/24/2020,WARE-PUJ1005,1,285,3,27,25,8,0.05,2211.00,950.73
SO - 0005950,4/24/2020,WARE-XYS1001,2,35,16,44,23,1,0.2,3691.70,2990.28
SO - 0005951,4/25/2020,WARE-XYS1001,2,33,20,36,29,6,0.075,3819.00,2902.44
SO - 0005952,4/25/2020,WARE-UHY1004,3,251,24,28,44,4,0.05,1889.40,1322.58
SO - 0005953,4/25/2020,WARE-PUJ1005,1,317,4,11,40,3,0.1,2211.00,1238.16
SO - 0005954,4/25/2020,WARE-NMK1003,3,143,24,6,34,7,0.1,1259.60,831.34
SO - 0005955,4/25/2020,WARE-PUJ1005,1,291,1,22,31,5,0.05,268.00,147.40
SO - 0005956,4/25/2020,WARE-XYS1001,2,22,17,21,41,6,0.3,3892.70,2452.40
SO - 0005957,4/25/2020,WARE-NMK1003,4,193,27,37,10,1,0.05,3986.50,2710.82
SO - 0005958,4/25/2020,WARE-NMK1003,2,101,15,24,19,1,0.075,1681.70,1109.92
SO - 0005959,4/25/2020,WARE-PUJ1005,3,288,24,49,25,3,0.05,1112.20,567.22
SO - 0005960,4/25/2020,WARE-NMK1003,3,155,24,12,37,4,0.1,2539.30,1498.19
SO - 0005961,4/25/2020,WARE-UHY1004,2,252,12,14,3,3,0.2,1829.10,951.13
SO - 0005962,4/26/2020,WARE-NMK1003,2,107,16,6,15,7,0.075,5594.50,4083.99
SO - 0005963,4/26/2020,WARE-NMK1003,2,178,18,21,30,5,0.1,174.20,130.65
SO - 0005964,4/26/2020,WARE-NMK1003,1,114,6,3,4,2,0.05,5688.30,2673.50
SO - 0005965,4/26/2020,WARE-NMK1003,3,107,21,37,24,8,0.05,1748.70,944.30
SO - 0005966,4/26/2020,WARE-MKL1006,4,335,28,12,11,5,0.2,1795.60,772.11
SO - 0005967,4/26/2020,WARE-NMK1003,2,199,15,37,28,2,0.05,1051.90,694.25
SO - 0005968,4/26/2020,WARE-UHY1004,1,221,6,10,23,1,0.4,194.30,106.87
SO - 0005969,4/26/2020,WARE-NMK1003,3,98,24,11,34,1,0.075,1721.90,843.73
SO - 0005970,4/27/2020,WARE-UHY1004,2,251,13,17,28,8,0.1,944.70,472.35
SO - 0005971,4/27/2020,WARE-NMK1003,4,147,27,4,37,4,0.1,1112.20,800.78
SO - 0005972,4/27/2020,WARE-PUJ1005,2,288,18,31,21,1,0.2,3035.10,1699.66
SO - 0005973,4/27/2020,WARE-PUJ1005,1,262,10,46,29,4,0.075,3229.40,1453.23
SO - 0005974,4/27/2020,WARE-UHY1004,3,220,23,34,34,5,0.15,3865.90,3092.72
SO - 0005975,4/27/2020,WARE-XYS1001,2,45,17,5,2,8,0.075,931.30,754.35
SO - 0005976,4/27/2020,WARE-NMK1003,3,171,21,29,42,1,0.1,1212.70,812.51
SO - 0005977,4/27/2020,WARE-NMK1003,1,138,10,6,36,2,0.15,5695.00,2676.65
SO - 0005978,4/27/2020,WARE-PUJ1005,1,277,7,7,4,2,0.1,3926.20,2748.34
SO - 0005979,4/28/2020,WARE-NMK1003,1,178,10,40,38,2,0.05,1172.50,492.45
SO - 0005980,4/28/2020,WARE-XYS1001,3,52,21,24,9,4,0.1,998.30,808.62
SO - 0005981,4/28/2020,WARE-NMK1003,3,119,24,30,19,3,0.1,2311.50,1086.41
SO - 0005982,4/28/2020,WARE-NMK1003,1,88,8,9,43,5,0.3,5554.30,2777.15
SO - 0005983,4/28/2020,WARE-NMK1003,3,106,23,18,13,7,0.075,167.50,70.35
SO - 0005984,4/28/2020,WARE-NBV1002,3,77,24,5,12,7,0.15,2505.80,1303.02
SO - 0005985,4/28/2020,WARE-MKL1006,1,341,7,12,1,1,0.1,1139.00,683.40
SO - 0005986,4/28/2020,WARE-NMK1003,1,98,10,6,44,4,0.05,3939.60,2560.74
SO - 0005987,4/28/2020,WARE-MKL1006,1,349,1,18,46,1,0.2,1969.80,1398.56
SO - 0005988,4/28/2020,WARE-NBV1002,1,87,3,44,7,8,0.05,1005.00,743.70
SO - 0005989,4/28/2020,WARE-XYS1001,1,16,1,35,37,5,0.15,864.30,380.29
SO - 0005990,4/28/2020,WARE-UHY1004,2,210,15,31,28,4,0.15,227.80,150.35
SO - 0005991,4/28/2020,WARE-NMK1003,1,120,6,18,21,6,0.05,1072.00,428.80
SO - 0005992,4/29/2020,WARE-NMK1003,4,176,26,30,31,6,0.05,743.70,557.78
SO - 0005993,4/29/2020,WARE-NMK1003,3,174,25,34,28,5,0.1,1896.10,948.05
SO - 0005994,4/29/2020,WARE-XYS1001,1,21,9,26,11,7,0.2,1862.60,1564.58
SO - 0005995,4/29/2020,WARE-PUJ1005,4,287,26,21,19,7,0.1,3872.60,3059.35
SO - 0005996,4/29/2020,WARE-UHY1004,2,233,15,16,16,2,0.075,2479.00,1512.19
SO - 0005997,4/29/2020,WARE-UHY1004,3,249,25,5,9,5,0.075,1715.20,1200.64
SO - 0005998,4/29/2020,WARE-UHY1004,1,245,3,41,38,4,0.05,3845.80,1884.44
SO - 0005999,4/29/2020,WARE-NMK1003,2,196,17,9,40,8,0.05,3202.60,2049.66
SO - 0006000,4/29/2020,WARE-PUJ1005,3,322,24,22,30,1,0.1,730.30,438.18
SO - 0006001,4/29/2020,WARE-UHY1004,1,261,2,38,22,4,0.4,1889.40,1549.31
SO - 0006002,4/30/2020,WARE-NMK1003,1,201,9,44,29,4,0.05,3979.80,3343.03
SO - 0006003,4/30/2020,WARE-NBV1002,1,80,1,50,34,1,0.1,1949.70,1559.76
SO - 0006004,4/30/2020,WARE-XYS1001,2,38,18,9,20,2,0.15,2244.50,1683.38
SO - 0006005,4/30/2020,WARE-NMK1003,1,160,3,9,10,8,0.1,2512.50,1231.13
SO - 0006006,4/30/2020,WARE-NMK1003,1,154,12,2,19,8,0.4,984.90,679.58
SO - 0006007,4/30/2020,WARE-PUJ1005,1,266,7,24,26,1,0.15,1118.90,704.91
SO - 0006008,4/30/2020,WARE-NMK1003,2,170,17,5,29,3,0.1,5835.70,2509.35
SO - 0006009,4/30/2020,WARE-MKL1006,2,356,13,31,44,8,0.05,2860.90,2288.72
SO - 0006010,4/30/2020,WARE-NBV1002,2,85,19,17,34,4,0.05,6304.70,3026.26
SO - 0006011,5/1/2020,WARE-NMK1003,3,100,23,3,25,2,0.15,3262.90,1925.11
SO - 0006012,5/1/2020,WARE-XYS1001,1,41,8,7,9,8,0.05,227.80,95.68
SO - 0006013,5/1/2020,WARE-NMK1003,2,148,16,20,47,1,0.2,3839.10,1727.60
SO - 0006014,5/1/2020,WARE-XYS1001,1,18,10,26,22,5,0.05,180.90,86.83
SO - 0006015,5/1/2020,WARE-PUJ1005,1,270,3,4,36,5,0.3,221.10,148.14
SO - 0006016,5/1/2020,WARE-NMK1003,2,88,17,31,17,6,0.075,884.40,442.20
SO - 0006017,5/1/2020,WARE-PUJ1005,1,267,8,30,3,1,0.3,1775.50,1296.12
SO - 0006018,5/1/2020,WARE-NBV1002,1,69,9,16,34,2,0.05,1065.30,522.00
SO - 0006019,5/1/2020,WARE-NBV1002,4,81,26,46,39,4,0.2,3879.30,1823.27
SO - 0006020,5/2/2020,WARE-NMK1003,1,121,3,37,2,8,0.05,5118.80,3890.29
SO - 0006021,5/2/2020,WARE-XYS1001,3,24,24,35,34,2,0.1,904.50,515.57
SO - 0006022,5/3/2020,WARE-UHY1004,2,224,17,48,39,7,0.4,1742.00,992.94
SO - 0006023,5/3/2020,WARE-MKL1006,2,332,15,22,21,3,0.05,4013.30,2688.91
SO - 0006024,5/3/2020,WARE-UHY1004,1,246,8,6,26,5,0.2,1306.50,1084.40
SO - 0006025,5/3/2020,WARE-XYS1001,2,37,19,41,16,1,0.05,3222.70,2610.39
SO - 0006026,5/3/2020,WARE-UHY1004,1,207,11,45,36,8,0.05,3973.10,1907.09
SO - 0006027,5/3/2020,WARE-XYS1001,2,38,17,39,27,5,0.1,1078.70,539.35
SO - 0006028,5/3/2020,WARE-XYS1001,1,49,1,40,27,5,0.2,3926.20,1845.31
SO - 0006029,5/3/2020,WARE-PUJ1005,3,292,22,50,11,4,0.05,201.00,84.42
SO - 0006030,5/4/2020,WARE-NMK1003,1,176,7,48,30,8,0.2,3685.00,2395.25
SO - 0006031,5/4/2020,WARE-UHY1004,3,220,21,8,33,6,0.2,3530.90,1482.98
SO - 0006032,5/4/2020,WARE-NBV1002,2,63,18,15,14,7,0.1,777.20,349.74
SO - 0006033,5/4/2020,WARE-NMK1003,1,126,6,36,1,4,0.2,871.00,426.79
SO - 0006034,5/4/2020,WARE-XYS1001,2,36,16,20,26,4,0.2,1139.00,569.50
SO - 0006035,5/4/2020,WARE-NBV1002,1,83,3,13,11,3,0.1,167.50,118.93
SO - 0006036,5/5/2020,WARE-XYS1001,2,38,20,1,46,6,0.075,201.00,120.60
SO - 0006037,5/5/2020,WARE-NMK1003,3,133,24,40,16,1,0.4,5607.90,4149.85
SO - 0006038,5/5/2020,WARE-PUJ1005,1,318,9,30,35,8,0.15,3886.00,2059.58
SO - 0006039,5/5/2020,WARE-UHY1004,1,255,7,25,19,4,0.1,3343.30,2407.18
SO - 0006040,5/5/2020,WARE-UHY1004,2,224,18,47,25,8,0.05,2814.00,1181.88
SO - 0006041,5/5/2020,WARE-NMK1003,1,130,12,23,33,7,0.15,991.60,505.72
SO - 0006042,5/5/2020,WARE-UHY1004,3,217,23,39,38,7,0.075,1159.10,475.23
SO - 0006043,5/6/2020,WARE-UHY1004,1,244,8,43,9,2,0.05,2499.10,1074.61
SO - 0006044,5/6/2020,WARE-NMK1003,1,191,2,21,28,8,0.3,2298.10,1493.77
SO - 0006045,5/6/2020,WARE-NMK1003,3,152,21,30,26,7,0.075,1139.00,569.50
SO - 0006046,5/6/2020,WARE-NMK1003,1,113,5,48,15,5,0.075,1835.80,1542.07
SO - 0006047,5/6/2020,WARE-XYS1001,1,31,9,40,28,1,0.05,1098.80,922.99
SO - 0006048,5/7/2020,WARE-PUJ1005,3,296,22,20,30,7,0.1,3825.70,3175.33
SO - 0006049,5/7/2020,WARE-NBV1002,1,62,8,22,37,7,0.075,911.20,765.41
SO - 0006050,5/7/2020,WARE-NMK1003,2,160,17,14,34,7,0.4,2572.80,1312.13
SO - 0006051,5/7/2020,WARE-PUJ1005,1,278,1,24,12,3,0.05,227.80,177.68
SO - 0006052,5/7/2020,WARE-PUJ1005,3,318,22,39,21,7,0.15,1266.30,835.76
SO - 0006053,5/7/2020,WARE-MKL1006,4,366,25,18,17,6,0.15,2626.40,1943.54
SO - 0006054,5/7/2020,WARE-NBV1002,1,61,4,25,13,5,0.075,783.90,368.43
SO - 0006055,5/7/2020,WARE-NBV1002,2,65,18,6,2,3,0.1,2968.10,1869.90
SO - 0006056,5/8/2020,WARE-XYS1001,2,12,17,4,41,5,0.4,3075.30,1722.17
SO - 0006057,5/8/2020,WARE-NMK1003,3,172,23,45,4,3,0.05,194.30,89.38
SO - 0006058,5/8/2020,WARE-XYS1001,2,35,18,39,26,2,0.05,1728.60,726.01
SO - 0006059,5/8/2020,WARE-UHY1004,4,223,26,43,11,5,0.075,891.10,730.70
SO - 0006060,5/8/2020,WARE-NMK1003,3,123,25,15,31,3,0.2,1078.70,528.56
SO - 0006061,5/8/2020,WARE-XYS1001,4,19,26,7,41,3,0.15,3845.80,2768.98
SO - 0006062,5/8/2020,WARE-XYS1001,3,48,24,34,38,5,0.1,3939.60,2087.99
SO - 0006063,5/8/2020,WARE-NMK1003,3,146,21,30,31,7,0.1,891.10,623.77
SO - 0006064,5/9/2020,WARE-NMK1003,1,191,4,2,39,1,0.15,3959.70,2930.18
SO - 0006065,5/9/2020,WARE-XYS1001,1,26,9,13,6,4,0.15,6277.90,4959.54
SO - 0006066,5/9/2020,WARE-UHY1004,1,226,4,21,2,6,0.1,817.40,580.35
SO - 0006067,5/9/2020,WARE-UHY1004,2,214,15,11,16,8,0.05,3946.30,1933.69
SO - 0006068,5/9/2020,WARE-NMK1003,1,115,1,48,46,3,0.15,2458.90,1303.22
SO - 0006069,5/9/2020,WARE-MKL1006,1,331,3,22,14,5,0.15,2211.00,906.51
SO - 0006070,5/9/2020,WARE-PUJ1005,4,266,25,20,40,7,0.1,3852.50,1541.00
SO - 0006071,5/9/2020,WARE-UHY1004,1,252,11,3,7,2,0.1,2659.90,2260.92
SO - 0006072,5/9/2020,WARE-MKL1006,2,347,12,18,4,4,0.1,877.70,351.08
SO - 0006073,5/9/2020,WARE-NMK1003,1,159,6,40,40,2,0.05,1728.60,726.01
SO - 0006074,5/9/2020,WARE-XYS1001,2,42,18,49,45,1,0.075,2438.80,1926.65
SO - 0006075,5/9/2020,WARE-PUJ1005,4,301,28,30,39,6,0.1,207.70,85.16
SO - 0006076,5/9/2020,WARE-MKL1006,1,330,7,4,17,2,0.075,1829.10,1006.01
SO - 0006077,5/10/2020,WARE-PUJ1005,4,280,27,41,18,5,0.05,5038.40,3778.80
SO - 0006078,5/10/2020,WARE-PUJ1005,1,292,6,25,30,5,0.15,3932.90,2831.69
SO - 0006079,5/10/2020,WARE-MKL1006,1,366,7,22,15,3,0.15,6224.30,4481.50
SO - 0006080,5/10/2020,WARE-MKL1006,1,345,2,34,25,5,0.075,2391.90,1865.68
SO - 0006081,5/10/2020,WARE-XYS1001,1,58,9,48,46,7,0.4,2211.00,1857.24
SO - 0006082,5/10/2020,WARE-NMK1003,1,108,5,25,28,2,0.075,1092.10,578.81
SO - 0006083,5/10/2020,WARE-PUJ1005,2,264,17,23,13,3,0.1,6365.00,4582.80
SO - 0006084,5/11/2020,WARE-NMK1003,1,141,8,40,14,3,0.2,1742.00,1463.28
SO - 0006085,5/11/2020,WARE-NMK1003,3,91,21,18,45,2,0.075,261.30,164.62
SO - 0006086,5/11/2020,WARE-XYS1001,2,8,17,15,5,7,0.2,3966.40,1705.55
SO - 0006087,5/11/2020,WARE-PUJ1005,1,294,8,16,37,7,0.1,4020.00,2170.80
SO - 0006088,5/11/2020,WARE-UHY1004,2,219,16,39,47,2,0.05,1118.90,660.15
SO - 0006089,5/11/2020,WARE-NMK1003,1,178,9,2,28,7,0.075,830.80,589.87
SO - 0006090,5/12/2020,WARE-MKL1006,4,342,28,35,12,2,0.2,174.20,87.10
SO - 0006091,5/12/2020,WARE-NMK1003,1,165,5,6,17,5,0.05,3142.30,2608.11
SO - 0006092,5/12/2020,WARE-PUJ1005,1,284,6,30,25,4,0.1,1125.60,686.62
SO - 0006093,5/12/2020,WARE-PUJ1005,3,312,24,7,21,3,0.05,6177.40,5065.47
SO - 0006094,5/12/2020,WARE-NMK1003,1,148,11,2,25,4,0.05,1199.30,791.54
SO - 0006095,5/13/2020,WARE-UHY1004,1,215,9,20,13,3,0.15,783.90,642.80
SO - 0006096,5/13/2020,WARE-MKL1006,1,349,2,48,32,2,0.1,268.00,198.32
SO - 0006097,5/13/2020,WARE-PUJ1005,2,292,13,27,28,6,0.075,2010.00,1386.90
SO - 0006098,5/13/2020,WARE-NMK1003,4,140,26,24,34,1,0.15,3973.10,3377.14
SO - 0006099,5/14/2020,WARE-NMK1003,2,161,16,16,3,5,0.1,1152.40,691.44
SO - 0006100,5/14/2020,WARE-NMK1003,3,99,21,38,18,3,0.1,1112.20,556.10
SO - 0006101,5/14/2020,WARE-NMK1003,1,169,11,37,16,3,0.05,6210.90,3353.89
SO - 0006102,5/14/2020,WARE-PUJ1005,2,284,17,23,44,8,0.05,911.20,747.18
SO - 0006103,5/14/2020,WARE-NMK1003,2,130,13,5,13,6,0.05,180.90,146.53
SO - 0006104,5/14/2020,WARE-NMK1003,2,181,20,32,31,4,0.05,3999.90,2119.95
SO - 0006105,5/14/2020,WARE-XYS1001,4,42,26,39,8,3,0.05,1896.10,777.40
SO - 0006106,5/14/2020,WARE-XYS1001,1,30,1,24,41,8,0.05,3886.00,2059.58
SO - 0006107,5/14/2020,WARE-PUJ1005,1,326,9,35,21,5,0.2,5326.50,3036.11
SO - 0006108,5/14/2020,WARE-PUJ1005,4,285,28,47,16,8,0.15,234.50,126.63
SO - 0006109,5/14/2020,WARE-PUJ1005,3,316,21,38,35,3,0.075,2445.50,978.20
SO - 0006110,5/14/2020,WARE-NMK1003,3,109,23,10,26,1,0.05,234.50,154.77
SO - 0006111,5/15/2020,WARE-XYS1001,2,46,19,44,22,5,0.05,2211.00,1216.05
SO - 0006112,5/15/2020,WARE-UHY1004,1,248,2,40,20,4,0.075,5587.80,3017.41
SO - 0006113,5/15/2020,WARE-UHY1004,1,220,10,15,19,3,0.3,2633.10,1606.19
SO - 0006114,5/15/2020,WARE-XYS1001,4,15,26,27,1,1,0.075,3953.00,3360.05
SO - 0006115,5/15/2020,WARE-NMK1003,4,96,27,14,45,1,0.075,1072.00,825.44
SO - 0006116,5/15/2020,WARE-NMK1003,3,150,22,29,23,6,0.15,2345.00,1899.45
SO - 0006117,5/15/2020,WARE-NBV1002,3,81,25,18,37,3,0.15,2546.00,2062.26
SO - 0006118,5/15/2020,WARE-MKL1006,1,351,11,19,22,8,0.1,2485.70,1292.56
SO - 0006119,5/15/2020,WARE-NMK1003,1,158,7,46,9,8,0.3,2244.50,1391.59
SO - 0006120,5/15/2020,WARE-NMK1003,3,144,23,24,17,1,0.05,2391.90,1530.82
SO - 0006121,5/16/2020,WARE-XYS1001,1,21,7,20,32,7,0.05,1038.50,571.18
SO - 0006122,5/16/2020,WARE-NMK1003,1,129,10,9,25,6,0.1,1916.20,1092.23
SO - 0006123,5/16/2020,WARE-PUJ1005,2,288,17,46,47,2,0.075,2733.60,1503.48
SO - 0006124,5/16/2020,WARE-MKL1006,1,359,5,23,5,1,0.075,1098.80,868.05
SO - 0006125,5/16/2020,WARE-UHY1004,1,219,3,33,9,1,0.15,1815.70,726.28
SO - 0006126,5/16/2020,WARE-XYS1001,1,28,5,4,45,7,0.1,1092.10,709.87
SO - 0006127,5/16/2020,WARE-PUJ1005,1,301,8,24,3,4,0.2,1132.30,611.44
SO - 0006128,5/16/2020,WARE-NMK1003,1,182,2,17,10,7,0.05,2639.80,1689.47
SO - 0006129,5/16/2020,WARE-NMK1003,2,158,18,36,8,8,0.075,3999.90,2199.95
SO - 0006130,5/16/2020,WARE-UHY1004,3,249,23,6,14,3,0.3,3745.30,2808.98
SO - 0006131,5/16/2020,WARE-MKL1006,2,350,14,48,21,7,0.1,5279.60,3167.76
SO - 0006132,5/16/2020,WARE-NMK1003,1,183,1,10,4,5,0.15,1005.00,462.30
SO - 0006133,5/17/2020,WARE-NMK1003,1,164,8,17,37,4,0.05,3879.30,3142.23
SO - 0006134,5/17/2020,WARE-PUJ1005,3,291,23,40,5,6,0.1,3557.70,1707.70
SO - 0006135,5/17/2020,WARE-NMK1003,1,132,7,25,17,7,0.05,5681.60,4829.36
SO - 0006136,5/17/2020,WARE-NMK1003,1,107,2,4,31,4,0.05,3865.90,2087.59
SO - 0006137,5/17/2020,WARE-NMK1003,2,111,16,29,21,7,0.05,2666.60,1093.31
SO - 0006138,5/17/2020,WARE-PUJ1005,3,284,25,41,9,3,0.2,5902.70,2420.11
SO - 0006139,5/17/2020,WARE-XYS1001,2,11,13,29,6,3,0.1,3865.90,1701.00
SO - 0006140,5/17/2020,WARE-UHY1004,2,253,13,38,22,2,0.075,2237.80,1253.17
SO - 0006141,5/17/2020,WARE-XYS1001,2,41,17,3,44,8,0.05,1098.80,560.39
SO - 0006142,5/17/2020,WARE-UHY1004,1,216,11,3,11,3,0.15,1688.40,1215.65
SO - 0006143,5/17/2020,WARE-XYS1001,1,47,11,2,25,1,0.075,3390.20,1966.32
SO - 0006144,5/18/2020,WARE-XYS1001,2,14,13,50,34,2,0.075,2345.00,1735.30
SO - 0006145,5/18/2020,WARE-NMK1003,2,147,12,30,40,8,0.05,757.10,401.26
SO - 0006146,5/18/2020,WARE-MKL1006,2,352,20,46,30,2,0.075,1078.70,442.27
SO - 0006147,5/18/2020,WARE-NMK1003,1,198,9,17,14,4,0.05,2512.50,1231.13
SO - 0006148,5/18/2020,WARE-NMK1003,1,175,11,44,43,8,0.3,1051.90,546.99
SO - 0006149,5/18/2020,WARE-NMK1003,3,118,25,50,6,3,0.15,2458.90,1254.04
SO - 0006150,5/18/2020,WARE-PUJ1005,3,278,25,38,23,2,0.05,1025.10,840.58
SO - 0006151,5/18/2020,WARE-PUJ1005,1,265,9,42,38,8,0.15,3798.90,2583.25
SO - 0006152,5/18/2020,WARE-NMK1003,4,165,27,24,17,7,0.1,2371.80,1043.59
SO - 0006153,5/18/2020,WARE-XYS1001,2,33,17,8,4,7,0.1,1078.70,852.17
SO - 0006154,5/18/2020,WARE-UHY1004,2,234,19,37,2,5,0.05,951.40,428.13
SO - 0006155,5/18/2020,WARE-PUJ1005,2,283,15,35,10,1,0.075,1246.20,573.25
SO - 0006156,5/19/2020,WARE-NMK1003,4,176,26,34,12,2,0.1,1835.80,972.97
SO - 0006157,5/19/2020,WARE-UHY1004,1,257,6,19,19,6,0.075,5695.00,2847.50
SO - 0006158,5/19/2020,WARE-MKL1006,2,342,18,40,10,1,0.2,904.50,524.61
SO - 0006159,5/19/2020,WARE-PUJ1005,2,277,13,36,27,2,0.05,3966.40,2300.51
SO - 0006160,5/20/2020,WARE-NBV1002,3,68,23,22,41,5,0.05,1092.10,688.02
SO - 0006161,5/20/2020,WARE-PUJ1005,4,322,26,47,31,2,0.075,1112.20,811.91
SO - 0006162,5/20/2020,WARE-PUJ1005,3,289,21,43,18,2,0.075,3966.40,2895.47
SO - 0006163,5/20/2020,WARE-NMK1003,2,104,18,27,24,3,0.4,1058.60,529.30
SO - 0006164,5/20/2020,WARE-NMK1003,4,196,28,4,46,3,0.2,3979.80,3303.23
SO - 0006165,5/20/2020,WARE-NMK1003,1,98,8,46,41,6,0.3,241.20,103.72
SO - 0006166,5/21/2020,WARE-UHY1004,4,208,26,24,25,1,0.4,6458.80,5489.98
SO - 0006167,5/21/2020,WARE-NMK1003,2,129,15,9,42,8,0.15,3825.70,2869.28
SO - 0006168,5/21/2020,WARE-NMK1003,1,135,6,47,24,8,0.15,3946.30,2525.63
SO - 0006169,5/21/2020,WARE-MKL1006,1,333,5,17,21,8,0.15,837.50,628.13
SO - 0006170,5/21/2020,WARE-NMK1003,1,174,3,26,27,7,0.075,938.00,684.74
SO - 0006171,5/21/2020,WARE-NMK1003,3,147,21,30,41,6,0.05,3624.70,1812.35
SO - 0006172,5/21/2020,WARE-NBV1002,3,61,23,16,30,8,0.075,3999.90,2319.94
SO - 0006173,5/21/2020,WARE-MKL1006,1,338,2,18,12,3,0.15,254.60,188.40
SO - 0006174,5/22/2020,WARE-NMK1003,1,166,10,7,40,4,0.075,1299.80,675.90
SO - 0006175,5/22/2020,WARE-UHY1004,1,242,5,42,5,7,0.05,261.30,151.55
SO - 0006176,5/22/2020,WARE-XYS1001,4,23,26,29,40,2,0.075,2452.20,1642.97
SO - 0006177,5/22/2020,WARE-NMK1003,2,172,17,1,4,7,0.05,1165.80,571.24
SO - 0006178,5/22/2020,WARE-NMK1003,2,121,13,8,4,3,0.05,1748.70,734.45
SO - 0006179,5/22/2020,WARE-UHY1004,4,261,28,2,16,7,0.1,227.80,182.24
SO - 0006180,5/22/2020,WARE-XYS1001,1,41,8,25,23,1,0.075,2532.60,2152.71
SO - 0006181,5/22/2020,WARE-MKL1006,1,352,8,47,14,7,0.15,227.80,175.41
SO - 0006182,5/22/2020,WARE-NBV1002,2,73,14,24,17,8,0.05,2867.60,1319.10
SO - 0006183,5/22/2020,WARE-NMK1003,1,122,8,49,8,8,0.075,5983.10,2871.89
SO - 0006184,5/22/2020,WARE-PUJ1005,3,294,21,1,19,7,0.075,268.00,171.52
SO - 0006185,5/23/2020,WARE-NMK1003,2,180,12,23,29,2,0.05,1078.70,442.27
SO - 0006186,5/23/2020,WARE-XYS1001,3,26,22,47,21,5,0.075,1735.30,815.59
SO - 0006187,5/23/2020,WARE-UHY1004,1,207,6,42,47,7,0.05,3939.60,2206.18
SO - 0006188,5/23/2020,WARE-PUJ1005,2,298,18,2,44,7,0.075,5400.20,3780.14
SO - 0006189,5/23/2020,WARE-UHY1004,2,208,19,47,18,1,0.075,837.50,661.63
SO - 0006190,5/23/2020,WARE-PUJ1005,1,276,7,12,22,4,0.05,187.60,93.80
SO - 0006191,5/23/2020,WARE-XYS1001,2,17,16,2,15,8,0.05,1105.50,807.02
SO - 0006192,5/23/2020,WARE-XYS1001,4,19,26,28,3,7,0.075,2458.90,1032.74
SO - 0006193,5/23/2020,WARE-XYS1001,1,15,8,18,40,2,0.4,3999.90,2679.93
SO - 0006194,5/24/2020,WARE-MKL1006,2,364,17,12,30,5,0.05,6009.90,3726.14
SO - 0006195,5/24/2020,WARE-UHY1004,1,215,6,24,14,7,0.15,1815.70,1398.09
